
Výraz	Úroveň	Typ	Slovní druh	Rod	Číslo	Vid	Kapitoly
rybník	A1	slovo	substantivum	maskulinum	singulár		6.13.1
rychle	A1	slovo	adverbium				4.3.5
rychlík	A1	slovo	substantivum	maskulinum	singulár		6.9.1
rychlý	A1	slovo	adjektivum				4.3.5; 6.3.2
rýma	A1	slovo	substantivum	femininum	singulár		6.7.2
rýže	A1	slovo	substantivum	femininum	singulár		6.3.8
řád (vlakový, autobusový)	A1	slovo	substantivum	maskulinum	singulár		6.9.9; 6.9.11
řada	A1	slovo	substantivum	femininum	singulár		6.5.13
ředitel	A1	slovo	substantivum	maskulinum	singulár		6.6.4; 6.10.4
ředitelka	A1	slovo	substantivum	femininum	singulár		6.6.4; 6.10.4
řeka	A1	slovo	substantivum	femininum	singulár		6.13.1
řemeslník	A1	slovo	substantivum	maskulinum	singulár		6.6.1
řeznictví	A1	slovo	substantivum	neutrum	singulár		6.8.1
říct	A1	slovo	verbum			perfektivní	5.7.1; 5.7.3; 5.7.9
řidič	A1	slovo	substantivum	maskulinum	singulár		6.6.1; 6.9.9; 6.11.1
řidička	A1	slovo	substantivum	femininum	singulár		6.6.1; 6.9.9
řidičský	A1	slovo	adjektivum				6.9.2
řídit	A1	slovo	verbum			imperfektivní	6.9.2
říjen	A1	slovo	substantivum	maskulinum	singulár		4.5.1
říkat	A1	slovo	verbum			imperfektivní	5.2.2; 5.2.21; 5.7.1
řízek	A1	slovo	substantivum	maskulinum	singulár		6.3.6
sako	A1	slovo	substantivum	neutrum	singulár		6.8.3
salám	A1	slovo	substantivum	maskulinum	singulár		6.3.7
salát	A1	slovo	substantivum	maskulinum	singulár		6.3.5
salát	A1	slovo	substantivum	maskulinum	singulár		6.3.10
samozřejmě	A1	slovo	adverbium				5.2.1; 5.4.6; 5.4.17
sedadlo	A1	slovo	substantivum	neutrum	singulár		6.5.13; 6.9.9
sedět (na židli)	A1	slovo	verbum			imperfektivní	4.4.1
sejít se	A1	slovo	verbum			perfektivní	6.14.2
sekretářka	A1	slovo	substantivum	femininum	singulár		6.6.1
sem	A1	slovo	adverbium				4.4.19
seriál	A1	slovo	substantivum	maskulinum	singulár		6.5.3
sestra	A1	slovo	substantivum	femininum	singulár		6.1.13
sestřička	A1	slovo	substantivum	femininum	singulár		6.7.6
sešit	A1	slovo	substantivum	maskulinum	singulár		6.10.3
sever	A1	slovo	substantivum	maskulinum	singulár		4.4.3
silnice	A1	slovo	substantivum	femininum	singulár		6.9.4
silný	A1	slovo	adjektivum				4.6.10
sklo	A1	slovo	substantivum	neutrum	singulár		4.6.9
skříň	A1	slovo	substantivum	femininum	singulár		6.2.4
sladký	A1	slovo	adjektivum				4.6.6; 6.3.5
slaný	A1	slovo	adjektivum				4.6.6
slečna	A1	slovo	substantivum	femininum	singulár		5.5.13; 6.1.2
sleva	A1	slovo	substantivum	femininum	singulár		6.8.4; 6.9.10
slovník	A1	slovo	substantivum	maskulinum	singulár		6.5.14; 6.10.3
slovo	A1	slovo	substantivum	neutrum	singulár		5.7.6; 5.7.7
slunce	A1	slovo	substantivum	neutrum	singulár		6.13.3
slyšet	A1	slovo	verbum			imperfektivní	4.6.5; 5.6.16; 5.6.17; 5.6.18; 6.2.3
smažený	A1	slovo	adjektivum				6.3.6
směna	A1	slovo	substantivum	femininum	singulár		6.6.5
smět	A1	slovo	verbum			imperfektivní	5.2.28; 5.2.29; 5.2.31
smlouva	A1	slovo	substantivum	femininum	singulár		6.6.5
smutný	A1	slovo	adjektivum				6.1.15
sněžit	A1	slovo	verbum			imperfektivní	6.13.3
snídaně	A1	slovo	substantivum	femininum	singulár		6.3.4
snídat	A1	slovo	verbum			imperfektivní	6.3.4
sníh	A1	slovo	substantivum	maskulinum	singulár		6.13.3
sobota	A1	slovo	substantivum	femininum	singulár		4.5.1
součet	A1	slovo	substantivum	maskulinum	singulár		4.2.2
soudní	A1	slovo	adjektivum				6.11.8
soused	A1	slovo	substantivum	maskulinum	singulár		6.2.2; 6.14.2
sousedka	A1	slovo	substantivum	femininum	singulár		6.2.2; 6.14.2
sousední	A1	slovo	adjektivum				6.14.4
soustrast	A1	slovo	substantivum	femininum	singulár		5.5.22
spadnout	A1	slovo	verbum			perfektivní	4.4.11; 6.7.3
spát	A1	slovo	verbum			imperfektivní	6.4.1
specialista	A1	slovo	substantivum	maskulinum	singulár		6.7.6
spisovatel	A1	slovo	substantivum	maskulinum	singulár		6.5.14
spisovatelka	A1	slovo	substantivum	femininum	singulár		6.5.14
společně	A1	slovo	adverbium				4.8.1
spolu	A1	slovo	adverbium				4.8.1
sporák	A1	slovo	substantivum	maskulinum	singulár		6.2.5
sport	A1	slovo	substantivum	maskulinum	singulár		6.5.3
sportovat	A1	slovo	verbum			imperfektivní	6.5.6
sportovec	A1	slovo	substantivum	maskulinum	singulár		6.5.7
sportovkyně	A1	slovo	substantivum	femininum	singulár		6.5.7
spotřebič	A1	slovo	substantivum	maskulinum	singulár		6.2.5; 6.8.2
správně	A1	slovo	adverbium				4.7.2
správný	A1	slovo	adjektivum				4.7.2
sprcha	A1	slovo	substantivum	femininum	singulár		6.2.4
sprchovat se	A1	slovo	verbum			imperfektivní	6.4.2
srdce	A1	slovo	substantivum	neutrum	singulár		6.7.1; 6.12.2
srdečně	A1	slovo	adverbium				5.6.4
srpen	A1	slovo	substantivum	maskulinum	singulár		4.5.1
stačit	A1	slovo	verbum			imperfektivní	4.2.3
stadion	A1	slovo	substantivum	maskulinum	singulár		6.5.9
stanice	A1	slovo	substantivum	femininum	singulár		6.5.4; 6.9.5; 6.9.8
starší	A1	slovo	adjektivum				6.1.13
starý	A1	slovo	adjektivum				4.6.13; 6.1.14
stát (kde)	A1	slovo	verbum			imperfektivní	4.4.1; 4.4.18; 6.9.4
stejný	A1	slovo	adjektivum				4.8.8
sto	A1	slovo	numerále				4.2.1
stolice	A1	slovo	substantivum	femininum	singulár		6.7.2; 6.7.4
strach	A1	slovo	substantivum	maskulinum	singulár		5.3.30; 5.3.31
strom	A1	slovo	substantivum	maskulinum	singulár		6.13.2
strýc	A1	slovo	substantivum	maskulinum	singulár		6.1.13
středa	A1	slovo	substantivum	femininum	singulár		4.5.1
student	A1	slovo	substantivum	maskulinum	singulár		6.6.2; 6.10.4
studentka	A1	slovo	substantivum	femininum	singulár		6.6.2; 6.10.4
studený	A1	slovo	adjektivum				4.3.9; 6.3.14
studovat	A1	slovo	verbum			imperfektivní	6.10.1
stůl	A1	slovo	substantivum	maskulinum	singulár		6.2.4
suchý	A1	slovo	adjektivum				4.6.2
sukně	A1	slovo	substantivum	femininum	singulár		6.8.3
sůl	A1	slovo	substantivum	femininum	singulár		6.3.13
super	A1	slovo	adverbium				5.3.26
supermarket	A1	slovo	substantivum	maskulinum	singulár		6.8.1
svátek	A1	slovo	substantivum	maskulinum	singulár		6.5.1; 6.11.7
světlo (lampa)	A1	slovo	substantivum	neutrum	singulár		6.2.3; 6.2.5
světlý	A1	slovo	adjektivum				4.6.4; 4.6.8; 6.2.3; 6.3.14
svetr	A1	slovo	substantivum	maskulinum	singulár		6.8.3
svítit	A1	slovo	verbum			imperfektivní	6.2.5; 6.13.3
svléknout se	A1	slovo	verbum			perfektivní	6.7.4
svobodný	A1	slovo	adjektivum				6.1.8
sympatický	A1	slovo	adjektivum				5.3.7; 5.3.8; 5.3.9; 6.1.15
syn	A1	slovo	substantivum	maskulinum	singulár		6.1.13
sýr	A1	slovo	substantivum	maskulinum	singulár		6.3.6; 6.3.12
šachy	A1	slovo	substantivum	maskulinum	pluralium tantum		6.5.6
šaty	A1	slovo	substantivum	maskulinum	pluralium tantum		6.8.3
šedivý	A1	slovo	adjektivum				6.1.14
šedý	A1	slovo	adjektivum				4.6.8
široký	A1	slovo	adjektivum				4.3.3
škola	A1	slovo	substantivum	femininum	singulár		6.6.3; 6.10.1; 6.10.9
špagety	A1	slovo	substantivum	maskulinum	pluralium tantum		6.3.8
špatně	A1	slovo	adverbium				4.7.2
špatný	A1	slovo	adjektivum				4.7.1; 4.7.2
špinavý	A1	slovo	adjektivum				4.6.3
šťastnou cestu	A1	slovo	fráze				5.5.33
šťastný	A1	slovo	adjektivum				5.5.33
štíhlý	A1	slovo	adjektivum				6.1.14
štvát	A1	slovo	verbum			imperfektivní	5.3.34
šunka	A1	slovo	substantivum	femininum	singulár		6.3.7
tabule	A1	slovo	substantivum	femininum	singulár		6.10.3
tady	A1	slovo	adverbium				4.4.2; 5.6.8
tak	A1	slovo	adverbium				5.2.1; 5.2.7; 5.2.30; 5.4.4; 5.4.5; 5.4.9
talíř	A1	slovo	substantivum	maskulinum	singulár		4.2.3; 6.3.16
tam	A1	slovo	adverbium				4.4.2; 4.4.19; 5.7.8
tamhle	A1	slovo	adverbium				4.4.2
tancovat	A1	slovo	verbum			imperfektivní	6.5.6
taška	A1	slovo	substantivum	femininum	singulár		6.8.3
táta	A1	slovo	substantivum	maskulinum	singulár		6.1.13
tatínek	A1	slovo	substantivum	maskulinum	singulár		6.1.13
taxík	A1	slovo	substantivum	maskulinum	singulár		6.9.1
teď	A1	slovo	adverbium				4.5.3
těhotná	A1	slovo	adjektivum				6.7.4; 6.7.9
technický	A1	slovo	adjektivum				6.9.2; 6.9.6; 6.10.7
technička	A1	slovo	substantivum	femininum	singulár		6.6.1
technik	A1	slovo	substantivum	maskulinum	singulár		6.6.1
telefon	A1	slovo	substantivum	maskulinum	singulár		5.6.7; 6.1.4
telefonovat	A1	slovo	verbum			imperfektivní	7.1
televize	A1	slovo	substantivum	femininum	singulár		6.2.6; 6.5.2
televizor	A1	slovo	substantivum	maskulinum	singulár		6.2.5
tělo	A1	slovo	substantivum	neutrum	singulár		6.7.1
tenhle	A1	slovo	pronomen				5.1.1
tenis	A1	slovo	substantivum	maskulinum	singulár		6.5.7
tento	A1	slovo	pronomen				5.1.1
teplo	A1	slovo	adverbium				4.3.9; 6.2.6; 6.13.3
teplota	A1	slovo	substantivum	femininum	singulár		4.3.9; 6.7.2; 6.13.3
teplý	A1	slovo	adjektivum				4.3.9; 6.3.14
test	A1	slovo	substantivum	maskulinum	singulár		6.9.6; 6.10.8
teta	A1	slovo	substantivum	femininum	singulár		6.1.13
textil	A1	slovo	substantivum	maskulinum	singulár		6.8.1
textilní	A1	slovo	adjektivum				4.6.9
těžký	A1	slovo	adjektivum				4.3.6; 4.7.5; 6.6.5
ticho	A1	slovo	substantivum	neutrum	singulár		4.6.5
tichý	A1	slovo	adjektivum				4.6.5
tisíc	A1	slovo	numerále				4.2.1
tlak	A1	slovo	substantivum	maskulinum	singulár		6.7.2; 6.7.5
tlumočit	A1	slovo	verbum			imperfektivní	6.14.1
tlumočnice	A1	slovo	substantivum	femininum	singulár		6.11.8; 6.14.1
tlumočník	A1	slovo	substantivum	maskulinum	singulár		6.11.8; 6.14.1
tlustý	A1	slovo	adjektivum				6.1.14; 4.6.10
tma	A1	slovo	substantivum	femininum	singulár		4.6.4
tmavý	A1	slovo	adjektivum				4.6.4; 4.6.8; 6.3.14
to	A1	slovo	pronomen				5.1.1; 5.2.2; 5.2.7; 5.2.12; 5.2.13; 5.3.31; 5.3.34; 5.4.2; 5.4.3; 5.4.9; 5.5.2; 5.5.4; 5.5.7; 5.5.18; 5.6.9; 5.7.3
toaletní	A1	slovo	adjektivum				6.4.2
tohle	A1	slovo	pronomen				5.1.1
topení	A1	slovo	substantivum	neutrum	singulár		6.2.5
továrna	A1	slovo	substantivum	femininum	singulár		6.6.3
tramvaj	A1	slovo	substantivum	femininum	singulár		6.9.1; 6.9.8
trasa	A1	slovo	substantivum	femininum	singulár		6.9.8
trh	A1	slovo	substantivum	maskulinum	singulár		6.8.1
tričko	A1	slovo	substantivum	neutrum	singulár		6.8.3
trochu	A1	slovo	adverbium				4.2.3; 4.2.8
trolejbus	A1	slovo	substantivum	maskulinum	singulár		6.9.1; 6.9.8
trvalý	A1	slovo	adjektivum				6.1.3; 6.11.6
trvat	A1	slovo	verbum			imperfektivní	4.5.12
třešeň	A1	slovo	substantivum	femininum	singulár		6.3.10
třetí	A1	slovo	numerále				4.2.4
tři	A1	slovo	numerále				4.2.1
třicátý	A1	slovo	numerále				4.2.4
turista	A1	slovo	substantivum	maskulinum	singulár		6.9.12
tužka	A1	slovo	substantivum	femininum	singulár		6.10.3
tvrdý	A1	slovo	adjektivum				4.6.10
týden	A1	slovo	substantivum	maskulinum	singulár		4.5.1
ubytovna	A1	slovo	substantivum	femininum	singulár		6.2.1
učebnice	A1	slovo	substantivum	femininum	singulár		6.5.14; 6.10.3
účet	A1	slovo	substantivum	maskulinum	singulár		6.8.12
učit	A1	slovo	verbum			imperfektivní	6.10.4
učit se	A1	slovo	verbum			imperfektivní	6.10.5
učitel	A1	slovo	substantivum	maskulinum	singulár		6.6.1; 6.10.4
učitelka	A1	slovo	substantivum	femininum	singulár		6.6.1; 6.10.4
udělat	A1	slovo	verbum			perfektivní	6.10.8
ucho	A1	slovo	substantivum	neutrum	singulár		6.7.1
ukázat	A1	slovo	verbum			perfektivní	6.7.4; 6.8.4; 6.8.5
uklízečka	A1	slovo	substantivum	femininum	singulár		6.10.4
uklízet	A1	slovo	verbum			imperfektivní	4.6.3; 6.4.3
úkol	A1	slovo	substantivum	maskulinum	singulár		6.10.5
Ukrajinec	A1	slovo	substantivum	maskulinum	singulár		6.1.9
Ukrajinka	A1	slovo	substantivum	femininum	singulár		6.1.9
ukrást	A1	slovo	verbum			perfektivní	6.12.1
ulice	A1	slovo	substantivum	femininum	singulár		6.1.3
umělec	A1	slovo	substantivum	maskulinum	singulár		6.5.12
umělkyně	A1	slovo	substantivum	femininum	singulár		6.5.12
umět	A1	slovo	verbum			imperfektivní	5.2.26; 5.2.27
umyvadlo	A1	slovo	substantivum	neutrum	singulár		6.2.4
unavený	A1	slovo	adjektivum				6.7.2
unie	A1	slovo	substantivum	femininum	singulár		6.14.3
univerzita	A1	slovo	substantivum	femininum	singulár		6.10.1
únor	A1	slovo	substantivum	maskulinum	singulár		4.5.1
upřímný	A1	slovo	adjektivum				5.5.27
úřad	A1	slovo	substantivum	maskulinum	singulár		6.6.3; 6.6.7; 6.11.1; 6.11.2; 6.11.4; 6.11.5
úřední	A1	slovo	adjektivum				6.11.1; 6.11.6
úřednice	A1	slovo	substantivum	femininum	singulár		6.6.1; 6.11.1
úředník	A1	slovo	substantivum	maskulinum	singulár		6.6.1; 6.11.1
ústní	A1	slovo	adjektivum				6.10.8
uši	A1	slovo	substantivum	femininum	plurál		6.7.1
úterý	A1	slovo	substantivum	neutrum	singulár		4.5.1
uzenina	A1	slovo	substantivum	femininum	singulár		6.3.7
už	A1	slovo	adverbium				4.5.5
v	A1	slovo	prepozice				5.2.5; 5.2.36; 5.5.2; 5.6.12; 6.6.2; 6.9.2; 6.11.5
vadit	A1	slovo	verbum			imperfektivní	5.5.2
vagon	A1	slovo	substantivum	maskulinum	singulár		6.9.10
vana	A1	slovo	substantivum	femininum	singulár		6.2.4
Vánoce	A1	slovo	substantivum	maskulinum	plurál		5.5.33
vařit	A1	slovo	verbum			imperfektivní	6.3.15; 6.5.6
vážený	A1	slovo	adjektivum				5.6.1
vážit	A1	slovo	verbum			imperfektivní	4.3.6; 6.1.14; 6.7.10
včas	A1	slovo	adverbium				4.5.8
včera	A1	slovo	adverbium				4.5.2
vdaná	A1	slovo	adjektivum				6.1.8
večer	A1	slovo	adverbium, substantivum				4.5.1; 5.5.14
večeře	A1	slovo	substantivum	femininum	singulár		6.3.4
večeřet	A1	slovo	verbum			imperfektivní	6.3.4
vědět	A1	slovo	verbum			imperfektivní	5.2.8; 5.2.9; 5.2.12; 5.2.13; 5.2.16; 5.4.8
vedle	A1	slovo	adverbium				4.3.4; 4.4.2
vedoucí	A1	slovo	substantivum	maskulinum / femininum	singulár		6.6.4
vejce	A1	slovo	substantivum	neutrum	singulár		6.3.13
věk	A1	slovo	substantivum	maskulinum	singulár		4.6.13; 6.1.6
Velikonoce	A1	slovo	substantivum	maskulinum	plurál		5.5.33
velikost	A1	slovo	substantivum	femininum	singulár		4.3.1; 4.3.2; 6.8.5
velký	A1	slovo	adjektivum				4.3.1; 4.3.2; 4.3.3; 4.3.8
vepředu	A1	slovo	adverbium				4.4.2
vepřový	A1	slovo	adjektivum				6.3.7
věřící	A1	slovo	substantivum	maskulinum / femininum	singulár		6.1.11
veselý	A1	slovo	adjektivum				6.1.15
vesnice	A1	slovo	substantivum	femininum	singulár		6.14.4
vchod	A1	slovo	substantivum	maskulinum	singulár		4.4.10
video	A1	slovo	substantivum	neutrum	singulár		6.5.5
vidět	A1	slovo	verbum			imperfektivní	4.6.4
Vietnamec	A1	slovo	substantivum	maskulinum	singulár		6.1.9
Vietnamka	A1	slovo	substantivum	femininum	singulár		6.1.9
víkend	A1	slovo	substantivum	maskulinum	singulár		4.5.1; 6.5.1
víno	A1	slovo	substantivum	neutrum	singulár		6.3.10; 6.3.14
viróza	A1	slovo	substantivum	femininum	singulár		6.7.5
vitamin	A1	slovo	substantivum	maskulinum	singulár		6.8.6
vítr	A1	slovo	substantivum	maskulinum	singulár		6.13.3
vízum	A1	slovo	substantivum	neutrum	singulár		6.1.12; 6.9.12
vlak	A1	slovo	substantivum	maskulinum	singulár		6.9.1
vlasy	A1	slovo	substantivum	maskulinum	plurál		6.1.14
vlna	A1	slovo	substantivum	femininum	singulár		4.6.9
vnitro	A1	slovo	substantivum	neutrum	singulár		6.14.3
voda	A1	slovo	substantivum	femininum	singulár		6.2.6; 6.3.14
volat	A1	slovo	verbum			imperfektivní	5.6.10; 5.6.15; 6.12.2
volejbal	A1	slovo	substantivum	maskulinum	singulár		6.5.7
volno	A1	slovo	adverbium				6.5.1
volný	A1	slovo	adjektivum				6.5.1
vousy	A1	slovo	substantivum	maskulinum	plurál		6.1.14
vracet se	A1	slovo	verbum			imperfektivní	4.4.13; 6.4.1
vrátit	A1	slovo	verbum			perfektivní	4.4.14; 6.5.14; 6.8.7
vrátit se	A1	slovo	verbum			perfektivní	4.4.13; 4.4.14; 6.4.1
vrchní	A1	slovo	substantivum	maskulinum / femininum	singulár		6.3.3
vstávat (ráno)	A1	slovo	verbum			imperfektivní	6.4.1
vstupenka	A1	slovo	substantivum	femininum	singulár		6.5.13; 6.9.11
všechno	A1	slovo	pronomen				4.2.3; 5.5.20
vůbec	A1	slovo	partikule				5.6.18
vy	A1	slovo	pronomen				5.5.16
vyčistit si	A1	slovo	verbum			perfektivní	6.4.2
vydělávat	A1	slovo	verbum			imperfektivní	6.6.6
východ (světová strana)	A1	slovo	substantivum	maskulinum	singulár		4.4.3
východ (místo v budově)	A1	slovo	substantivum	maskulinum	singulár		4.4.10
výlet	A1	slovo	substantivum	maskulinum	singulár		6.5.2; 6.9.12
vyměnit (oblečení, olej)	A1	slovo	verbum			perfektivní	6.8.5; 6.9.5
vyměnit (peníze)	A1	slovo	verbum			perfektivní	6.8.13
vypnout	A1	slovo	verbum			perfektivní	6.2.5
vypočítat	A1	slovo	verbum			perfektivní	6.10.5
vyprat	A1	slovo	verbum			perfektivní	4.6.3; 6.4.3; 6.8.9
vyslovovat	A1	slovo	verbum			imperfektivní	5.7.7
vysoký	A1	slovo	adjektivum				4.3.2; 4.3.3; 4.3.9; 4.6.12; 6.1.14; 6.7.5; 6.10.1
vystudovat	A1	slovo	verbum			perfektivní	6.10.9
vysvětlit	A1	slovo	verbum			perfektivní	6.10.5
výtah	A1	slovo	substantivum	maskulinum	singulár		6.2.1
vyučování	A1	slovo	substantivum	neutrum	singulár		6.10.6
vzadu	A1	slovo	adverbium				4.4.2
vzdělání	A1	slovo	substantivum	neutrum	singulár		6.10.9
WC	A1	slovo	substantivum	neutrum	singulár		6.2.3
webový	A1	slovo	adjektivum				6.1.4
z	A1	slovo	prepozice				4.6.9; 5.3.18; 6.7.11; 6.8.12
zablokovat	A1	slovo	verbum			perfektivní	6.8.12
zácpa	A1	slovo	substantivum	femininum	singulár		6.7.2
začátečnice	A1	slovo	substantivum	femininum	singulár		6.14.1
začátečník	A1	slovo	substantivum	maskulinum	singulár		6.14.1
začátek	A1	slovo	substantivum	maskulinum	singulár		4.5.9
začínat	A1	slovo	verbum			imperfektivní	4.5.9; 6.5.11
záda	A1	slovo	substantivum	neutrum	pluralium tantum		6.7.1
zadarmo	A1	slovo	adverbium				6.8.4
zadat	A1	slovo	verbum			perfektivní	6.8.7
zahnout	A1	slovo	verbum			perfektivní	4.4.17; 6.9.4
zahrada	A1	slovo	substantivum	femininum	singulár		6.2.3; 6.5.6; 6.13.2
záchod	A1	slovo	substantivum	maskulinum	singulár		6.2.3
záchranka	A1	slovo	substantivum	femininum	singulár		6.12.2
zajímavý	A1	slovo	adjektivum				6.5.3
zákaz	A1	slovo	substantivum	maskulinum	singulár		5.2.31; 6.9.4
základní	A1	slovo	adjektivum				6.6.6; 6.10.1; 6.10.9
zákusek	A1	slovo	substantivum	maskulinum	singulár		6.3.5; 6.3.9
zaměstnanec	A1	slovo	substantivum	maskulinum	singulár		6.6.4
zaměstnání	A1	slovo	substantivum	neutrum	singulár		6.6.1; 6.11.5
zaměstnankyně	A1	slovo	substantivum	femininum	singulár		6.6.4
zaměstnavatel	A1	slovo	substantivum	maskulinum	singulár		6.6.4
západ	A1	slovo	substantivum	maskulinum	singulár		4.4.3
zaplatit	A1	slovo	verbum			perfektivní	6.2.6; 6.3.3; 6.6.6; 6.7.12; 6.8.6; 6.8.7; 6.9.6; 6.11.4
zapnout	A1	slovo	verbum			perfektivní	6.2.5
září	A1	slovo	substantivum	neutrum	singulár		4.5.1
zařízený	A1	slovo	adjektivum				6.2.1
zase	A1	slovo	adverbium				4.5.13
zastavit	A1	slovo	verbum			perfektivní	4.4.18; 6.2.5; 6.9.4; 6.9.6
zastávka	A1	slovo	substantivum	femininum	singulár		6.9.8; 6.9.9
zavináč	A1	slovo	substantivum	maskulinum	singulár		6.1.4
zavírat	A1	slovo	verbum			imperfektivní	7.1
zavřeno	A1	slovo	verbum			perfektivní	6.5.13
zavřít	A1	slovo	verbum			perfektivní	7.1
zboží	A1	slovo	substantivum	neutrum	singulár		6.8.1; 6.8.2
zdravit	A1	slovo	verbum			imperfektivní	5.6.4
zdravotní	A1	slovo	adjektivum				6.7.6; 6.7.11; 6.7.12; 6.8.14
zdravý	A1	slovo	adjektivum				6.7.2
zedník	A1	slovo	substantivum	maskulinum	singulár		6.6.1
zelenina	A1	slovo	substantivum	femininum	singulár		6.3.10; 6.8.1
zelený	A1	slovo	adjektivum				4.6.8; 6.11.5
zelí	A1	slovo	substantivum	neutrum	singulár		6.3.10
zemřít	A1	slovo	verbum			perfektivní	4.1.4; 6.1.8
zima	A1	slovo	substantivum	femininum	singulár		4.5.1; 6.13.3
zítra	A1	slovo	adverbium				4.5.1; 4.5.4
zkouška	A1	slovo	substantivum	femininum	singulár		6.9.2; 6.10.8
zkusit	A1	slovo	verbum			perfektivní	6.9.2
zkusit si	A1	slovo	verbum			perfektivní	6.8.5
zlý	A1	slovo	adjektivum				6.1.14
změnit	A1	slovo	verbum			perfektivní	6.1.3
zmrzlina	A1	slovo	substantivum	femininum	singulár		6.3.9
značka	A1	slovo	substantivum	femininum	singulár		6.9.3; 6.9.4
známka	A1	slovo	substantivum	femininum	singulár		6.8.11; 6.10.8
znát	A1	slovo	verbum			imperfektivní	5.2.8; 5.2.9
zopakovat	A1	slovo	verbum			perfektivní	5.7.3; 6.10.5; 6.10.8
zpáteční	A1	slovo	adjektivum				6.9.10
zpěvačka	A1	slovo	substantivum	femininum	singulár		6.5.12
zpěvák	A1	slovo	substantivum	maskulinum	singulár		6.5.12
zpívat	A1	slovo	verbum			imperfektivní	6.5.6; 6.10.5
zpoždění	A1	slovo	substantivum	neutrum	singulár		6.9.10
zprávy	A1	slovo	substantivum	femininum	plurál		6.5.3; 6.5.4; 6.5.14
zrak	A1	slovo	substantivum	maskulinum	singulár		4.6.4
zraněný	A1	slovo	adjektivum				6.7.3; 6.9.7; 6.12.2
ztratit	A1	slovo	verbum			perfektivní	6.1.12; 6.12.1
zub	A1	slovo	substantivum	maskulinum	singulár		6.4.2; 6.7.1
zubař	A1	slovo	substantivum	maskulinum	singulár		6.7.6
zubařka	A1	slovo	substantivum	femininum	singulár		6.7.6
zubní	A1	slovo	adjektivum				6.7.6
zvát	A1	slovo	verbum			imperfektivní	6.14.2
zvíře	A1	slovo	substantivum	neutrum	singulár		6.13.2
zvlášť	A1	slovo	adverbium				6.3.3
zvláštní	A1	slovo	adjektivum				4.7.7; 6.6.6;
zvracet	A1	slovo	verbum			imperfektivní	6.7.2
žák	A1	slovo	substantivum	maskulinum	singulár		6.10.4
žákyně	A1	slovo	substantivum	femininum	singulár		6.10.4
žaludek	A1	slovo	substantivum	maskulinum	singulár		6.7.1
žena	A1	slovo	substantivum	femininum	singulár		6.1.7; 6.1.8; 6.6.2
ženatý	A1	slovo	adjektivum				6.1.8
židle	A1	slovo	substantivum	femininum	singulár		6.2.4
žít	A1	slovo	verbum			imperfektivní	4.1.4; 6.1.3; 6.1.8
žízeň	A1	slovo	substantivum	femininum	singulár		6.3.1
žlutý	A1	slovo	adjektivum				4.6.8
asi ano	A1	fráze					5.2.2
asi ne	A1	fráze					5.2.4
bohužel, nemůžu	A1	fráze					5.4.10; 5.5.7
bude mi x let	A1	fráze					6.1.6
buďte tak hodný	A1	fráze					5.4.4; 5.4.5; 5.4.19
být hodný, že	A1	fráze					5.4.2
být rád/a/rádi, že	A1	fráze					5.3.18
být zajímavé	A1	fráze					5.3.14; 5.3.15
co máš/máte rád/a/rádi	A1	fráze					5.3.4
co rád/a jíš/jíte	A1	fráze					5.3.4
co rád/a piješ/pijete	A1	fráze					5.3.4
co rád/a/nerad/a děláš/děláte	A1	fráze					5.3.1
co rádi jíte	A1	fráze					5.3.4
co rádi pijete	A1	fráze					5.3.4
co rádi/neradi děláš/děláte	A1	fráze					5.3.1
co se ti/vám (ne)líbí	A1	fráze					5.3.1
co tě/vás bolí	A1	fráze					5.3.32
co ti/vám (ne)chutná	A1	fráze					5.3.4
co znamená	A1	fráze					5.7.6
děkuju, rád/a	A1	fráze					5.5.6; 5.5.9
dobré ráno	A1	fráze					5.5.14
dobrou chuť	A1	fráze					5.5.31
dobrou noc	A1	fráze					5.5.14
dobrý den	A1	fráze					5.5.14; 5.6.1
dobrý večer	A1	fráze					5.5.14
dýchejte zhluboka	A1	fráze					6.7.4
haló, slyšíš/slyšíte mě?	A1	fráze					5.6.16
hezké Velikonoce	A1	fráze					5.5.33
hezký den	A1	fráze					5.5.33
hodně štěstí	A1	fráze					5.5.33
jak se čte	A1	fráze					5.7.7
jak se píše	A1	fráze					5.7.8
jak se řekne česky	A1	fráze					5.7.9
jak se správně vyslovuje slovo	A1	fráze					5.7.7
jak se ti/vám líbí	A1	fráze					5.3.1
jak se vyslovuje	A1	fráze					5.7.7
jak ti/vám chutná	A1	fráze					5.3.4
je chyba, že	A1	fráze					5.4.3
je od tebe/vás hezké	A1	fráze					5.5.21
je škoda, že	A1	fráze					6.9.7
je to dobře	A1	fráze					5.3.23; 5.3.24; 5.4.2
je to fajn	A1	fráze					5.3.26
je to O.K.	A1	fráze					5.3.23; 5.3.24
je to pravda	A1	fráze					5.2.7; 5.3.28
je to v pořádku	A1	fráze					4.6.11; 5.3.23; 5.3.24
kdo volá, prosím	A1	fráze					5.6.10
linku číslo X, prosím (telefonní linka)	A1	fráze					5.6.11
mějte se hezky	A1	fráze					5.5.33
můžeš/můžete mi to hláskovat	A1	fráze					5.7.8
můžeš/můžete mi to napsat	A1	fráze					5.7.8
můžete mluvit pomaleji, prosím	A1	fráze					5.7.4
můžete to říct ještě jednou?	A1	fráze					5.7.3
