
Výraz	Úroveň	Typ	Slovní druh	Rod	Číslo	Vid	Kapitoly
senior	A2	slovo	substantivum	maskulinum	singulár		6.1.6
seniorka	A2	slovo	substantivum	femininum	singulár		6.1.6
servírka	A2	slovo	substantivum	femininum	singulár		6.3.3; 6.6.1
sestřenice	A2	slovo	substantivum	femininum	singulár		6.1.13
severní	A2	slovo	adjektivum				4.4.3
seznámit se	A2	slovo	verbum			perfektivní	7.1
seznamovat se	A2	slovo	verbum			imperfektivní	7.1
scházet se	A2	slovo	verbum			imperfektivní	6.14.2
schod	A2	slovo	substantivum	maskulinum	singulár		6.2.3
schodiště	A2	slovo	substantivum	neutrum	singulár		6.2.3
schránka	A2	slovo	substantivum	femininum	singulár		5.6.13; 6.8.11
schvalovat	A2	slovo	verbum			imperfektivní	5.4.1
silniční	A2	slovo	adjektivum				6.11.3
sjet	A2	slovo	verbum			perfektivní	4.4.11
skleněný	A2	slovo	adjektivum				4.6.9
sklenice	A2	slovo	substantivum	femininum	singulár		4.2.3; 4.3.8; 6.3.16
sklep	A2	slovo	substantivum	maskulinum	singulár		6.2.3
skončit	A2	slovo	verbum			perfektivní	4.5.10; 6.5.11
skoro	A2	slovo	adverbium				4.2.6
skupina	A2	slovo	substantivum	femininum	singulár		6.5.12
skype	A2	slovo	substantivum	maskulinum	singulár		6.1.4
skypovat	A2	slovo	verbum			imperfektivní	6.5.5
slabý	A2	slovo	adjektivum				4.6.10
složenka	A2	slovo	substantivum	femininum	singulár		6.8.11
sluch	A2	slovo	substantivum	maskulinum	singulár		4.6.5
slušet	A2	slovo	verbum			imperfektivní	6.8.5
služby	A2	slovo	substantivum	femininum	plurál		6.8.8
smažit	A2	slovo	verbum			imperfektivní	6.3.15
směnárna	A2	slovo	substantivum	femininum	singulár		6.8.8
směr	A2	slovo	substantivum	maskulinum	singulár		4.4.3
smetana	A2	slovo	substantivum	femininum	singulár		6.3.12
smíchat	A2	slovo	verbum			perfektivní	6.3.15
smrt	A2	slovo	substantivum	femininum	singulár		4.1.4
snad	A2	slovo	adverbium				5.2.19
snadno	A2	slovo	adverbium				4.7.5
snadný	A2	slovo	adjektivum				4.7.5
snacha	A2	slovo	substantivum	femininum	singulár		6.1.13
snášet	A2	slovo	verbum			imperfektivní	5.3.9
sňatek	A2	slovo	substantivum	maskulinum	singulár		6.1.8
sněmovna	A2	slovo	substantivum	femininum	singulár		6.14.3
sníst	A2	slovo	verbum			perfektivní	6.3.1; 6.7.3
sociální	A2	slovo	adjektivum				6.8.14; 6.11.4
sochař	A2	slovo	substantivum	maskulinum	singulár		6.5.12
sochařka	A2	slovo	substantivum	femininum	singulár		6.5.12
solární	A2	slovo	adjektivum				6.2.5
soud	A2	slovo	substantivum	maskulinum	singulár		6.11.8
soudce	A2	slovo	substantivum	maskulinum	singulár		6.6.1; 6.11.7
soudkyně	A2	slovo	substantivum	femininum	singulár		6.6.1; 6.11.7
souhlasit	A2	slovo	verbum			imperfektivní	5.2.1; 5.2.7
soukromý	A2	slovo	adjektivum				6.10.1
sourozenec	A2	slovo	substantivum	maskulinum	singulár		6.1.13
soutěž	A2	slovo	substantivum	femininum	singulár		6.5.3; 6.5.8
soutěžit	A2	slovo	verbum			imperfektivní	6.5.8
spáchat	A2	slovo	verbum			perfektivní	6.12.1
spálit se	A2	slovo	verbum			perfektivní	6.7.3
spánek	A2	slovo	substantivum	maskulinum	singulár		6.4.1
spěšný	A2	slovo	adjektivum				6.9.1
splátka	A2	slovo	substantivum	femininum	singulár		6.8.7
spočítat	A2	slovo	verbum			perfektivní	4.2.2
spodní	A2	slovo	adjektivum				6.8.3
spojení	A2	slovo	substantivum	neutrum	singulár		6.9.9
spokojený	A2	slovo	adjektivum				5.3.26
společnost	A2	slovo	substantivum	femininum	singulár		6.6.8; 6.14.2
spolubydlící	A2	slovo	substantivum	maskulinum / femininum	singulár		6.2.2; 6.5.7; 6.5.9
sportovní	A2	slovo	adjektivum				6.5.3; 6.8.1
spotřební	A2	slovo	adjektivum				6.11.3
spousta	A2	slovo	substantivum	femininum	singulár		4.2.3
sprchový	A2	slovo	adjektivum				6.2.4
spropitné	A2	slovo	substantivum	neutrum	singulár		6.3.3
srazit se	A2	slovo	verbum			perfektivní	6.9.7
srážka	A2	slovo	substantivum	femininum	singulár		6.13.3
stáhnout	A2	slovo	verbum			perfektivní	6.5.5
stahovat	A2	slovo	verbum			imperfektivní	6.5.5
stánek	A2	slovo	substantivum	maskulinum	singulár		6.3.2; 6.8.1
stání	A2	slovo	substantivum	neutrum	singulár		6.9.4
stanoviště	A2	slovo	substantivum	neutrum	singulár		6.9.8
starobní	A2	slovo	adjektivum				6.11.4
starost	A2	slovo	substantivum	femininum	singulár		5.3.31
starosta	A2	slovo	substantivum	maskulinum	singulár		6.11.1
starostka	A2	slovo	substantivum	femininum	singulár		6.11.1
stát se	A2	slovo	verbum			perfektivní	4.1.3; 5.1.8; 5.5.2; 6.12.3
státní	A2	slovo	adjektivum				6.1.9; 6.10.8; 6.11.7
stav	A2	slovo	substantivum	maskulinum	singulár		6.9.6
stavba	A2	slovo	substantivum	femininum	singulár		6.6.3
stážista	A2	slovo	substantivum	maskulinum	singulár		6.6.2
stážistka	A2	slovo	substantivum	femininum	singulár		6.6.2
stejk	A2	slovo	substantivum	maskulinum	singulár		6.3.6
stejně	A2	slovo	adverbium				4.8.8
stěna	A2	slovo	substantivum	femininum	singulár		6.2.3
stisknout	A2	slovo	verbum			perfektivní	5.6.12
stočné	A2	slovo	substantivum	neutrum	singulár		6.2.6
stoupat	A2	slovo	verbum			imperfektivní	4.3.9
stoupnout	A2	slovo	verbum			perfektivní	4.3.9
strana (politická strana)	A2	slovo	substantivum	femininum	singulár		6.14.3
strana (směr)	A2	slovo	substantivum	femininum	singulár		4.4.2
stránka	A2	slovo	substantivum	femininum	singulár		6.1.4
stravovat se	A2	slovo	verbum			imperfektivní	6.3.2
strojek	A2	slovo	substantivum	maskulinum	singulár		6.4.2
strop	A2	slovo	substantivum	maskulinum	singulár		6.2.3
střed	A2	slovo	substantivum	maskulinum	singulár		4.4.2
středeční	A2	slovo	adjektivum				4.5.1
střední (postava)	A2	slovo	adjektivum				6.1.14
stříbrný	A2	slovo	adjektivum				4.6.9
stříbro	A2	slovo	substantivum	neutrum	singulár		4.6.9
střih	A2	slovo	substantivum	maskulinum	singulár		6.8.5
stříhat	A2	slovo	verbum			imperfektivní	6.8.9
studio	A2	slovo	substantivum	neutrum	singulár		6.8.8
studovna	A2	slovo	substantivum	femininum	singulár		6.2.4; 6.10.2
stupeň	A2	slovo	substantivum	maskulinum	singulár		4.3.9
stý	A2	slovo	numerále				4.2.4
sucho	A2	slovo	adverbium				4.6.2
superlegalizace	A2	slovo	substantivum	femininum	singulár		6.11.6
sušička	A2	slovo	substantivum	femininum	singulár		6.2.5
sušit	A2	slovo	verbum			imperfektivní	4.6.2
svačina	A2	slovo	substantivum	femininum	singulár		6.3.4
svačit	A2	slovo	verbum			imperfektivní	6.3.4
svědek	A2	slovo	substantivum	maskulinum	singulár		6.11.8
svědkyně	A2	slovo	substantivum	femininum	singulár		6.11.8
světle	A2	slovo	adverbium				4.6.8
světlo (u auta)	A2	slovo	substantivum	neutrum	singulár		4.6.4; 6.2.5; 6.9.3
svíčková	A2	slovo	substantivum	femininum	singulár		6.3.6
sypat	A2	slovo	verbum			imperfektivní	4.4.5
sýrový	A2	slovo	adjektivum				6.3.12
šála	A2	slovo	substantivum	femininum	singulár		6.8.3
šálek	A2	slovo	substantivum	maskulinum	singulár		4.2.3; 6.3.16
šampon	A2	slovo	substantivum	maskulinum	singulár		6.4.2
šátek	A2	slovo	substantivum	maskulinum	singulár		6.8.3
šatna	A2	slovo	substantivum	femininum	singulár		6.10.2
šestinedělí	A2	slovo	substantivum	neutrum	singulár		6.7.9
šířka	A2	slovo	substantivum	femininum	singulár		4.3.3
šít	A2	slovo	verbum			imperfektivní	6.8.9
škoda	A2	slovo	substantivum	femininum	singulár		6.9.7
školní	A2	slovo	adjektivum				6.3.2; 6.8.2; 6.10.2
školnice	A2	slovo	substantivum	femininum	singulár		6.10.4
školník	A2	slovo	substantivum	maskulinum	singulár		6.10.4
špenát	A2	slovo	substantivum	maskulinum	singulár		6.3.10
šperk	A2	slovo	substantivum	maskulinum	singulár		6.8.3
špína	A2	slovo	substantivum	femininum	singulár		4.6.3
švadlena	A2	slovo	substantivum	femininum	singulár		6.8.10
švagr	A2	slovo	substantivum	maskulinum	singulár		6.1.13
švagrová	A2	slovo	substantivum	femininum	singulár		6.1.13
švestka	A2	slovo	substantivum	femininum	singulár		6.3.10
tablet	A2	slovo	substantivum	maskulinum	singulár		6.10.3
tableta	A2	slovo	substantivum	femininum	singulár		6.8.6
tamten	A2	slovo	pronomen				5.1.1
tamto	A2	slovo	pronomen				5.1.1
tamtudy	A2	slovo	adverbium				4.4.21
tankovat	A2	slovo	verbum			imperfektivní	6.9.5
taxi	A2	slovo	substantivum	neutrum	singulár		6.9.8
téct	A2	slovo	verbum			imperfektivní	4.4.4; 6.2.5
těhotenský	A2	slovo	adjektivum				6.7.11
těhotenství	A2	slovo	substantivum	neutrum	singulár		6.7.9
telecí	A2	slovo	adjektivum				6.3.7
televizní	A2	slovo	adjektivum				6.5.3
tělocvična	A2	slovo	substantivum	femininum	singulár		6.5.9; 6.10.2
tělocvik	A2	slovo	substantivum	maskulinum	singulár		6.10.7
temperamentní	A2	slovo	adjektivum				6.1.15
tenký	A2	slovo	adjektivum				4.6.10
tepláky	A2	slovo	substantivum	maskulinum	pluralium tantum		6.5.9; 6.13.3
těstoviny	A2	slovo	substantivum	femininum	plurál		6.3.8
těšit	A2	slovo	verbum			imperfektivní	5.5.21
tchán	A2	slovo	substantivum	maskulinum	singulár		6.1.13
tchýně	A2	slovo	substantivum	femininum	singulár		6.1.13
tlačit	A2	slovo	verbum			imperfektivní	4.4.5
tmavě	A2	slovo	adverbium				4.6.8
točený	A2	slovo	adjektivum				6.3.14
topit	A2	slovo	verbum			imperfektivní	6.2.5
toto	A2	slovo	pronomen				5.1.1
trápit	A2	slovo	verbum			imperfektivní	5.3.32
trať	A2	slovo	substantivum	femininum	singulár		6.9.10
trenér	A2	slovo	substantivum	maskulinum	singulár		6.5.7
trenérka	A2	slovo	substantivum	femininum	singulár		6.5.7
trénovat	A2	slovo	verbum			imperfektivní	6.5.7
trest	A2	slovo	substantivum	maskulinum	singulár		6.11.8
trestní	A2	slovo	adjektivum				6.11.7; 6.11.8
trhat	A2	slovo	verbum			imperfektivní	6.7.8
tržnice	A2	slovo	substantivum	femininum	singulár		6.8.1
tudy	A2	slovo	adverbium				4.4.21
tvar	A2	slovo	substantivum	maskulinum	singulár		4.6.1
tvaroh	A2	slovo	substantivum	maskulinum	singulár		6.3.12
tvář	A2	slovo	substantivum	femininum	singulár		6.7.1
tweet	A2	slovo	substantivum	maskulinum	singulár		6.5.5
tweetovat	A2	slovo	verbum			imperfektivní	6.5.5
týdenní	A2	slovo	adjektivum				4.5.1
týdně	A2	slovo	adverbium				4.5.13
tým	A2	slovo	substantivum	maskulinum	singulár		6.5.8
účastnit se	A2	slovo	verbum			imperfektivní	7.1
učebna	A2	slovo	substantivum	femininum	singulár		6.10.2
učesat se	A2	slovo	verbum			perfektivní	6.4.2
účetní	A2	slovo	substantivum	maskulinum / femininum	singulár		6.6.1
učiliště	A2	slovo	substantivum	neutrum	singulár		6.10.1
účtenka	A2	slovo	substantivum	femininum	singulár		6.8.7
událost	A2	slovo	substantivum	femininum	singulár		4.1.3
uhlí	A2	slovo	substantivum	neutrum	singulár		6.2.5
ukazovat	A2	slovo	verbum			imperfektivní	7.1
uklidit	A2	slovo	verbum			perfektivní	4.6.3; 6.4.3
uklidnit se	A2	slovo	verbum			perfektivní	5.3.35
ukončit	A2	slovo	verbum			perfektivní	6.6.5
uložit	A2	slovo	verbum			perfektivní	6.8.12
ultrazvuk	A2	slovo	substantivum	maskulinum	singulár		6.7.4
umělecký	A2	slovo	adjektivum				6.10.1
umělý	A2	slovo	adjektivum				6.7.8
úmrtí	A2	slovo	substantivum	neutrum	singulár		6.1.8
umýt	A2	slovo	verbum			perfektivní	4.6.3; 6.4.3
umýt se	A2	slovo	verbum			perfektivní	6.4.2
univerzitní	A2	slovo	adjektivum				6.10.2
únorový	A2	slovo	adjektivum				4.5.1
upéct	A2	slovo	verbum			perfektivní	6.3.15
úplně	A2	slovo	adverbium				4.2.8
uprostřed	A2	slovo	adverbium				4.4.2
úraz	A2	slovo	substantivum	maskulinum	singulár		6.7.3; 6.7.4
úrazový	A2	slovo	adjektivum				6.8.14
určitě	A2	slovo	adverbium				5.2.1; 5.2.17
určitý	A2	slovo	adjektivum				6.6.5
úschovna	A2	slovo	substantivum	femininum	singulár		6.9.10
ústa	A2	slovo	substantivum	neutrum	pluralium tantum		6.7.1
ústřední	A2	slovo	adjektivum				6.2.5
usušit	A2	slovo	verbum			perfektivní	4.6.2
ušít	A2	slovo	verbum			perfektivní	6.8.9
úterní	A2	slovo	adjektivum				4.5.1
uvařit	A2	slovo	verbum			perfektivní	6.3.15; 6.5.6
úvazek	A2	slovo	substantivum	maskulinum	singulár		6.6.5
uvidět	A2	slovo	verbum			perfektivní	4.6.4
uvnitř	A2	slovo	adverbium				4.4.2
uzavřít	A2	slovo	verbum			perfektivní	6.8.14
úzký	A2	slovo	adjektivum				4.3.3
uznat	A2	slovo	verbum			perfektivní	6.10.9
uznávat	A2	slovo	verbum			imperfektivní	6.10.9
užívat	A2	slovo	verbum			imperfektivní	6.8.6
váha	A2	slovo	substantivum	femininum	singulár		4.3.6
válka	A2	slovo	substantivum	femininum	singulár		6.12.3
vařič	A2	slovo	substantivum	maskulinum	singulár		6.2.5
vazba (vězení)	A2	slovo	substantivum	femininum	singulár		6.11.8
vážný	A2	slovo	adjektivum				6.1.14; 6.1.15; 6.7.5
včerejší	A2	slovo	adjektivum				4.5.2
vdát se	A2	slovo	verbum			perfektivní	6.1.8
vdova	A2	slovo	substantivum	femininum	singulár		6.1.8
vdovec	A2	slovo	substantivum	maskulinum	singulár		6.1.8
večerní	A2	slovo	adjektivum				4.5.1
vedlejší	A2	slovo	adjektivum				4.4.2; 6.9.4
velmi	A2	slovo	adverbium				4.2.8
ven	A2	slovo	adverbium				4.4.2; 4.4.19
venku	A2	slovo	adverbium				4.4.2
veřejný	A2	slovo	adjektivum				6.7.12; 6.10.1
věřit	A2	slovo	verbum			imperfektivní	6.1.11
vést	A2	slovo	verbum			imperfektivní	4.4.5
veterinář	A2	slovo	substantivum	maskulinum	singulár		6.13.2
veterinářka	A2	slovo	substantivum	femininum	singulár		6.13.2
větší	A2	slovo	adjektivum				4.3.1
vězení	A2	slovo	substantivum	neutrum	singulár		6.11.8
vézt	A2	slovo	verbum			imperfektivní	4.4.5
věž	A2	slovo	substantivum	femininum	singulár		6.2.5
vhodný	A2	slovo	adjektivum				4.7.3
vidlička	A2	slovo	substantivum	femininum	singulár		6.3.16
viset	A2	slovo	verbum			imperfektivní	4.4.1
vítat	A2	slovo	verbum			imperfektivní	5.5.18
vjet	A2	slovo	verbum			perfektivní	4.4.10; 6.9.4
vjezd	A2	slovo	substantivum	maskulinum	singulár		4.4.10
vjíždět	A2	slovo	verbum			imperfektivní	4.4.10; 6.9.4
vláda	A2	slovo	substantivum	femininum	singulár		6.14.3
vládní	A2	slovo	adjektivum				6.14.3
vládnout	A2	slovo	verbum			imperfektivní	6.14.3
vlastní	A2	slovo	adjektivum				4.8.9; 6.1.13; 6.2.2
vlažný	A2	slovo	adjektivum				4.3.9
vlevo	A2	slovo	adverbium				4.4.2; 4.4.19
vlhko	A2	slovo	adverbium				4.6.2; 6.13.3
vlhkost	A2	slovo	substantivum	femininum	singulár		4.6.2
vlhký	A2	slovo	adjektivum				4.6.2
vlněný	A2	slovo	adjektivum				4.6.9
vložka	A2	slovo	substantivum	femininum	singulár		6.4.2
vnitrostátní	A2	slovo	adjektivum				6.9.9
vodit	A2	slovo	verbum			imperfektivní	4.4.5
vodné	A2	slovo	substantivum	neutrum	singulár		6.2.6
volant	A2	slovo	substantivum	maskulinum	singulár		6.9.3
volaný	A2	slovo	substantivum	maskulinum	singulár		5.6.13
volby	A2	slovo	substantivum	femininum	plurál		6.14.3
volit	A2	slovo	verbum			imperfektivní	6.14.3
volně	A2	slovo	adverbium				6.8.6
vonět	A2	slovo	verbum			imperfektivní	4.6.7
vozidlo	A2	slovo	substantivum	neutrum	singulár		6.11.1
vozík	A2	slovo	substantivum	maskulinum	singulár		6.8.4
vozit	A2	slovo	verbum			imperfektivní	4.4.5
vpravo	A2	slovo	adverbium				4.4.2; 4.4.19
vracet	A2	slovo	verbum			imperfektivní	6.5.14; 6.8.7
vrátnice	A2	slovo	substantivum	femininum	singulár		6.10.2
vrtulník	A2	slovo	substantivum	maskulinum	singulár		6.9.1
vstát (změna polohy)	A2	slovo	verbum			perfektivní	4.4.6; 6.4.1
vstoupit	A2	slovo	verbum			perfektivní	4.4.10
vstupovat	A2	slovo	verbum			imperfektivní	4.4.10
všichni	A2	slovo	pronomen				5.6.13
všude	A2	slovo	adverbium				4.4.2
vůně	A2	slovo	substantivum	femininum	singulár		4.6.7
vůz	A2	slovo	substantivum	maskulinum	singulár		6.9.10
vybavený	A2	slovo	adjektivum				6.2.1
vybírat	A2	slovo	verbum			imperfektivní	6.8.12
výborný	A2	slovo	adjektivum				4.7.1
vybrat	A2	slovo	verbum			perfektivní	6.8.12
vybuchnout	A2	slovo	verbum			perfektivní	6.12.3
vyčistit	A2	slovo	verbum			perfektivní	4.6.3; 6.4.3; 6.8.9
vydělat	A2	slovo	verbum			perfektivní	6.6.6
vyhovovat	A2	slovo	verbum			imperfektivní	4.7.3
vyhrát	A2	slovo	verbum			perfektivní	6.5.8
vyhrávat	A2	slovo	verbum			imperfektivní	6.5.8
východní	A2	slovo	adjektivum				4.4.3
vyjet	A2	slovo	verbum			perfektivní	4.4.10; 4.4.11; 6.9.4
výjezd	A2	slovo	substantivum	maskulinum	singulár		4.4.10
vyjít	A2	slovo	verbum			perfektivní	4.4.11
vyjíždět	A2	slovo	verbum			imperfektivní	4.4.10; 6.9.4
vyjmenovat	A2	slovo	verbum			perfektivní	4.2.5
vykoupat se	A2	slovo	verbum			perfektivní	6.4.2
vyluxovat	A2	slovo	verbum			perfektivní	6.4.3
vyměňovat	A2	slovo	verbum			imperfektivní	6.8.13; 6.9.5
vypadat	A2	slovo	verbum			imperfektivní	6.2.5
vypínat	A2	slovo	verbum			imperfektivní	6.2.5
výpis	A2	slovo	substantivum	maskulinum	singulár		6.11.7
vypít	A2	slovo	verbum			perfektivní	6.3.1; 6.7.3
výplata	A2	slovo	substantivum	femininum	singulár		6.6.6; 6.11.4
výplatní	A2	slovo	adjektivum				6.6.6; 6.11.5
vyplnit	A2	slovo	verbum			perfektivní	6.8.11; 6.10.8; 6.11.4; 6.11.5
vyplňovat	A2	slovo	verbum			imperfektivní	6.8.11; 6.10.8; 6.11.4; 6.11.5
výpověď	A2	slovo	substantivum	femininum	singulár		6.6.5
vyprávět	A2	slovo	verbum			imperfektivní	6.10.5
vyprodáno	A2	slovo	verbum			imperfektivní	6.5.13
vyrážka	A2	slovo	substantivum	femininum	singulár		6.7.2
vysavač	A2	slovo	substantivum	maskulinum	singulár		6.4.3
výsledek	A2	slovo	substantivum	maskulinum	singulár		6.7.11
výslech	A2	slovo	substantivum	maskulinum	singulár		6.12.1
vysoko	A2	slovo	adverbium				4.3.2; 4.3.3
vysokoškolský	A2	slovo	adjektivum				6.10.9
výstava	A2	slovo	substantivum	femininum	singulár		6.5.11
vystoupit	A2	slovo	verbum			perfektivní	6.9.8
vystupovat	A2	slovo	verbum			imperfektivní	6.9.8
vysvědčení	A2	slovo	substantivum	neutrum	singulár		6.10.9
vysvětlení	A2	slovo	substantivum	neutrum	singulár		6.12.1
vysvětlovat	A2	slovo	verbum			imperfektivní	6.10.5
vyšetření	A2	slovo	substantivum	neutrum	singulár		6.7.4
vyšetřit	A2	slovo	verbum			perfektivní	6.7.4
výška	A2	slovo	substantivum	femininum	singulár		4.3.2; 4.3.3
vytrhnout	A2	slovo	verbum			perfektivní	6.7.8
vyučit se	A2	slovo	verbum			perfektivní	6.10.9
výuční	A2	slovo	adjektivum				6.10.9
vyučovat	A2	slovo	verbum			imperfektivní	6.10.4
význam	A2	slovo	substantivum	maskulinum	singulár		4.7.6; 5.7.6
vyznání	A2	slovo	substantivum	neutrum	singulár		6.1.11
vyžehlit	A2	slovo	verbum			perfektivní	6.4.3
vzdálenost	A2	slovo	substantivum	femininum	singulár		4.3.4
vzhled	A2	slovo	substantivum	maskulinum	singulár		6.1.14
vzít si (při nákupu)	A2	slovo	verbum			perfektivní	6.8.4
vzpomenout si	A2	slovo	verbum			perfektivní	5.2.11; 5.2.13
vzpomínat si	A2	slovo	verbum			imperfektivní	5.2.11; 5.2.13
vždycky	A2	slovo	adverbium				4.5.13
za	A2	slovo	prepozice				4.2.5; 5.5.3; 5.5.4; 6.1.1; 6.2.6
zabalit	A2	slovo	verbum			perfektivní	6.8.4
zaběhat si	A2	slovo	verbum			perfektivní	6.5.7
zabezpečení	A2	slovo	substantivum	neutrum	singulár		6.11.4; 10.11.4
zabruslit si	A2	slovo	verbum			perfektivní	6.5.7
záclona	A2	slovo	substantivum	femininum	singulár		6.2.4
zacvičit si	A2	slovo	verbum			perfektivní	6.5.7; 6.10.5
začít	A2	slovo	verbum			perfektivní	4.5.9; 6.5.11
zadní	A2	slovo	adjektivum				4.4.2
zahrát si	A2	slovo	verbum			perfektivní	6.5.7
zahýbat	A2	slovo	verbum			imperfektivní	6.9.4
zachránit	A2	slovo	verbum			perfektivní	6.12.2
zájem	A2	slovo	substantivum	maskulinum	singulár		6.5.6
zájezd	A2	slovo	substantivum	maskulinum	singulár		6.9.12
zajímat	A2	slovo	verbum			imperfektivní	5.3.14; 5.3.15; 5.3.16; 5.3.29
zákon	A2	slovo	substantivum	maskulinum	singulár		6.14.3
záloha	A2	slovo	substantivum	femininum	singulár		6.11.3
západní	A2	slovo	adjektivum				4.4.3
zápach	A2	slovo	substantivum	maskulinum	singulár		4.6.7
zápal	A2	slovo	substantivum	maskulinum	singulár		6.7.5
zaparkovat	A2	slovo	verbum			perfektivní	6.9.5
zápas	A2	slovo	substantivum	maskulinum	singulár		6.5.8
zapínat	A2	slovo	verbum			imperfektivní	6.2.5
zápis	A2	slovo	substantivum	maskulinum	singulár		6.10.1
zapisovat	A2	slovo	verbum			imperfektivní	6.10.1
zapisovat se	A2	slovo	verbum			imperfektivní	6.10.1
zaplavat si	A2	slovo	verbum			perfektivní	6.5.6; 6.5.7
zaplombovat	A2	slovo	verbum			perfektivní	6.7.8
zapomenout	A2	slovo	verbum			perfektivní	5.2.11; 5.2.12; 5.2.13
zapsat	A2	slovo	verbum			perfektivní	6.10.1; 6.11.1
zapsat se	A2	slovo	verbum			perfektivní	6.10.1
zarezervovat si	A2	slovo	verbum			perfektivní	6.5.13
zároveň	A2	slovo	adverbium				4.5.6
záruční	A2	slovo	adjektivum				6.8.4
zastavení	A2	slovo	substantivum	neutrum	singulár		6.9.4
zastavovat	A2	slovo	verbum			imperfektivní	4.4.18; 6.9.4; 6.9.6
zastupitelství	A2	slovo	substantivum	neutrum	singulár		6.11.8
zaškrtnout	A2	slovo	verbum			perfektivní	6.10.8
zatáčka	A2	slovo	substantivum	femininum	singulár		4.4.17
zataženo	A2	slovo	adverbium				6.13.3
zavazadlo	A2	slovo	substantivum	neutrum	singulár		6.9.11
zavazadlový	A2	slovo	adjektivum				6.9.11
závod (továrna)	A2	slovo	substantivum	maskulinum	singulár		6.6.3
závod (sportovní akce)	A2	slovo	substantivum	maskulinum	singulár		6.5.8
závodnice	A2	slovo	substantivum	femininum	singulár		6.5.8
závodník	A2	slovo	substantivum	maskulinum	singulár		6.5.8
zavolání	A2	slovo	substantivum	neutrum	singulár		5.6.19
zavolat	A2	slovo	verbum			perfektivní	5.6.20; 6.12.2
zazpívat	A2	slovo	verbum			perfektivní	6.5.6
zbytečný	A2	slovo	adjektivum				4.7.4
zdravotně	A2	slovo	adverbium				6.11.4; 6.11.5
zelená (barva na semaforu)	A2	slovo	substantivum	femininum	singulár		6.9.4
zeleninový	A2	slovo	adjektivum				6.3.10
zeměpis	A2	slovo	substantivum	maskulinum	singulár		6.10.7
zeptat se	A2	slovo	verbum			perfektivní	5.1.7; 5.1.11
zeť	A2	slovo	substantivum	maskulinum	singulár		6.1.13
zhasnout	A2	slovo	verbum			perfektivní	6.2.5
zimní	A2	slovo	adjektivum				4.5.1
zkušební	A2	slovo	adjektivum				6.6.5
zlato	A2	slovo	substantivum	neutrum	singulár		4.6.9
zlatý	A2	slovo	adjektivum				4.6.9
zleva	A2	slovo	adverbium				4.4.20
zlobit se	A2	slovo	verbum			imperfektivní	5.5.1
zlomenina	A2	slovo	substantivum	femininum	singulár		6.7.5
změna	A2	slovo	substantivum	femininum	singulár		6.11.6
změřit	A2	slovo	verbum			perfektivní	4.3.2; 4.3.3; 4.3.7; 4.3.9; 6.7.4; 6.8.9
známá	A2	slovo	substantivum	femininum	singulár		6.14.2
známý	A2	slovo	substantivum	maskulinum	singulár		6.14.2
známý	A2	slovo	adjektivum				6.14.2
znovu	A2	slovo	adverbium				4.5.13
zóna	A2	slovo	substantivum	femininum	singulár		6.9.4
zoo	A2	slovo	substantivum	neutrum	singulár		6.13.2
zpátky	A2	slovo	adverbium				4.4.14
zpráva	A2	slovo	substantivum	femininum	singulár		6.7.4; 6.7.11
zprava	A2	slovo	adverbium				4.4.20
zranit se	A2	slovo	verbum			perfektivní	6.7.3
zrovna	A2	slovo	adverbium				4.5.3
zúčastnit se	A2	slovo	verbum			perfektivní	6.5.8
zůstat	A2	slovo	verbum			perfektivní	4.4.18; 4.5.12
zvážit	A2	slovo	verbum			perfektivní	4.3.6; 6.1.14; 6.7.10
zvítězit	A2	slovo	verbum			perfektivní	6.5.8
zvláštně	A2	slovo	adverbium				4.7.7
zvolit	A2	slovo	verbum			perfektivní	6.14.3
zvuk	A2	slovo	substantivum	maskulinum	singulár		4.6.5
žádat	A2	slovo	verbum			imperfektivní	6.1.9; 6.11.1; 6.11.2; 6.11.4; 6.11.5
žádný	A2	slovo	pronomen				4.2.3; 5.2.5
žádost	A2	slovo	substantivum	femininum	singulár		6.11.6
žaloba	A2	slovo	substantivum	femininum	singulár		6.11.8
že	A2	slovo	konjunkce				5.1.2; 5.1.5; 5.2.14; 5.2.15; 5.2.16; 5.2.18; 5.2.19; 5.2.20; 5.2.21; 5.3.18; 5.3.21; 5.3.30; 5.4.3; 5.5.1; 5.5.3; 5.5.17; 5.4.2
žehlička	A2	slovo	substantivum	femininum	singulár		6.4.3
žehlit	A2	slovo	verbum			imperfektivní	6.4.3
železniční	A2	slovo	adjektivum				6.9.4
železo	A2	slovo	substantivum	neutrum	singulár		4.6.9
ženský	A2	slovo	adjektivum				6.1.7
život	A2	slovo	substantivum	maskulinum	singulár		4.1.4
životopis	A2	slovo	substantivum	maskulinum	singulár		6.6.7
a co mám/e dělat	A2	fráze					5.3.22
asi jo	A2	fráze					5.2.2
bavte se dobře	A2	fráze					5.5.33
brzo se uzdravte	A2	fráze					5.5.34
buď tak hodný	A2	fráze					5.4.5
buďte tak hodný a	A2	fráze					5.4.4
být … roků/let	A2	fráze					4.6.13
být líto	A2	fráze					5.5.1
být nudné	A2	fráze					5.3.16
být šťastný, že	A2	fráze					5.3.18
co mám dělat	A2	fráze					5.4.14
co máš/máte nejraději	A2	fráze					5.3.10
co se děje	A2	fráze					4.1.3; 5.1.8; 5.5.2
co si o tom myslíš/myslíte	A2	fráze					5.4.1
